Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,Dept_Human Resources,Dept_Research & Development,Dept_Sales,EduField_Human Resources,EduField_Life Sciences,EduField_Marketing,EduField_Medical,EduField_Other,EduField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Divorced,Married,Single
35,0,2,2,1,3,2,4,5762,0,15,3.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38,0,2,1,1,3,1,2,2592,0,13,3.0,11.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34,1,9,4,1,3,2,1,5346,0,11,2.0,7.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37,1,10,4,1,3,2,1,4213,0,10,1.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,0,20,3,1,3,2,4,4127,0,7,3.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43,0,9,1,1,3,1,3,2438,0,7,2.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,0,5,2,1,4,2,2,6870,0,11,1.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,0,4,3,0,3,3,3,10447,1,23,4.0,22.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,10,1,0,3,3,3,9667,0,9,3.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,1,20,4,0,3,1,2,2148,1,6,3.0,5.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,1,21,4,0,3,2,2,8926,0,13,4.0,9.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0,1,3,0,3,2,4,6513,0,12,3.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34,0,8,2,1,4,2,3,6799,0,10,3.0,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
58,0,2,2,1,3,4,2,16291,0,37,2.0,16.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35,0,23,2,1,1,1,3,2705,0,6,4.0,5.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
47,0,4,3,0,2,3,2,10333,1,28,3.0,22.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40,0,12,2,0,3,2,1,4448,0,15,3.0,7.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54,0,7,4,0,3,2,4,6854,0,14,2.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,7,1,0,3,3,1,9637,0,9,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,0,1,3,0,3,1,1,3591,0,3,3.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,0,2,2,0,1,2,4,5405,1,20,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26,0,10,3,1,3,2,4,4684,0,5,3.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58,0,15,1,1,3,4,3,15787,1,23,3.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18,0,14,2,0,3,1,3,1514,0,0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,1,18,4,1,4,1,1,2956,0,2,3.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29,1,13,1,1,2,1,1,2335,1,4,3.0,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45,0,2,3,0,3,2,3,5154,0,10,4.0,8.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,2,4,0,3,2,2,6962,1,15,3.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
43,0,2,1,1,3,2,4,5675,0,7,3.0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,0,5,4,0,3,1,4,2379,1,6,2.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,0,20,4,1,3,1,4,3812,0,11,4.0,11.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,0,10,4,1,3,2,4,4648,0,4,4.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,10,3,1,3,1,3,2936,0,10,2.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
47,0,9,2,0,3,1,3,2105,0,7,3.0,2.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,0,2,4,1,3,3,4,8578,0,12,2.0,9.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28,0,1,3,1,3,1,4,2706,0,3,3.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,0,29,4,1,1,2,3,6384,0,11,3.0,7.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42,0,8,4,1,3,1,3,3968,0,8,3.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,1,2,3,1,2,2,2,9907,1,7,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
46,0,3,1,0,4,4,1,13225,0,25,3.0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
27,0,23,2,0,2,2,3,3540,0,9,3.0,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29,0,6,4,1,2,1,2,2804,0,1,3.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43,0,6,1,0,2,5,3,19392,0,21,3.0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48,0,10,4,1,2,5,2,19665,0,29,3.0,22.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,1,24,4,1,2,1,4,2439,1,1,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
46,1,10,3,0,3,3,2,7314,0,14,3.0,8.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,0,15,4,0,2,1,1,4774,0,8,2.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39,0,19,4,1,3,2,4,3902,0,7,3.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
55,0,2,2,1,2,1,4,2662,0,19,4.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
28,0,3,2,0,3,1,2,2856,0,1,3.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,1,9,2,1,3,1,4,1081,0,1,2.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,1,7,4,1,3,1,2,2472,1,1,3.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,0,10,2,0,2,2,3,5673,1,10,3.0,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,0,20,2,1,3,2,3,4197,0,10,3.0,10.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,0,4,3,1,3,3,4,9713,1,9,3.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,0,7,4,1,3,1,1,2062,0,11,3.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,0,7,4,1,3,2,1,4284,1,16,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,0,16,4,0,2,2,2,4788,1,4,3.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
45,0,25,2,0,2,2,4,5906,0,10,2.0,9.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,0,2,2,1,2,2,4,3886,0,10,2.0,10.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,0,1,1,1,3,4,1,16823,0,22,3.0,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,0,1,2,0,2,1,3,2933,1,1,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,0,2,1,0,4,2,3,6500,0,9,2.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,0,22,4,0,3,4,4,17174,0,24,3.0,22.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44,0,1,2,1,4,2,1,5033,0,10,3.0,2.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,1,16,4,1,1,1,1,2307,1,5,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
56,1,24,1,1,3,1,4,2587,0,5,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,0,17,3,1,2,2,2,5507,0,12,1.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,0,8,3,0,3,2,2,4393,0,14,3.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,0,6,3,1,3,3,1,13348,0,18,4.0,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31,0,10,3,0,3,2,4,6583,1,8,3.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,0,3,4,0,2,2,4,8103,1,9,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,4,1,0,4,1,3,3978,0,4,2.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,0,6,3,1,4,1,4,2544,0,8,3.0,7.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
45,0,1,2,1,3,2,3,5399,0,12,3.0,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,0,10,2,1,3,2,3,5487,0,10,2.0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,0,1,3,1,2,2,4,6834,1,7,3.0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,1,24,3,1,4,1,1,1091,0,1,3.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
39,0,21,1,0,1,2,3,5736,0,10,3.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,0,2,2,1,3,1,2,2226,0,6,2.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
34,0,22,3,1,2,2,4,5747,1,16,3.0,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
28,1,13,4,0,3,2,3,9854,1,6,3.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47,0,14,3,1,3,2,2,5467,0,16,4.0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
56,0,11,4,0,2,2,1,5380,0,6,3.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,0,9,1,1,3,2,1,5151,0,10,3.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,8,4,0,2,2,2,2133,1,20,3.0,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
58,0,21,4,0,3,4,4,17875,1,29,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,1,5,1,0,4,1,3,2432,1,8,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,0,9,2,1,3,1,4,4771,0,10,4.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49,0,2,2,1,3,5,4,19161,0,28,3.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,0,12,2,1,3,2,4,5087,1,14,3.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,1,22,1,0,2,1,2,2863,0,1,3.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35,0,18,2,1,3,2,1,5561,0,6,1.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,0,16,3,1,3,1,3,2144,0,5,2.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,0,3,3,1,3,1,1,3065,1,4,4.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,9,1,1,4,1,2,2810,0,5,3.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,0,1,1,1,3,3,4,9888,0,14,2.0,14.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,13,4,1,3,3,3,8628,0,9,2.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,0,1,3,1,3,1,1,2867,0,8,2.0,7.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,0,1,1,1,3,2,1,5373,0,6,2.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,0,15,3,0,3,2,4,6667,0,9,3.0,5.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,0,1,4,1,1,2,1,5003,0,10,3.0,10.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28,1,17,3,1,2,1,4,2367,0,6,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
38,0,1,1,1,2,1,1,2858,0,20,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,0,7,3,0,3,2,4,5204,1,10,3.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,0,9,4,1,3,2,4,4105,0,7,3.0,7.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,0,5,4,1,2,2,4,9679,0,8,3.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31,1,26,1,1,3,2,4,5617,1,10,3.0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53,1,24,1,1,3,3,1,10448,1,15,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54,0,9,1,0,3,2,3,2897,0,9,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,7,4,1,3,2,3,5968,0,9,3.0,9.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43,0,11,1,1,3,3,3,7510,0,10,3.0,10.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38,0,1,4,1,3,1,2,2991,1,7,3.0,6.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
55,0,26,3,1,4,5,2,19636,1,35,3.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,0,2,4,0,1,1,4,1129,1,1,3.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39,0,15,2,1,3,4,1,13341,0,21,3.0,20.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,23,4,1,2,2,3,4332,0,20,3.0,20.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,0,10,3,0,3,3,3,11031,0,13,4.0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54,0,10,3,0,3,2,1,4440,1,9,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24,0,1,2,1,2,2,3,4617,0,4,2.0,4.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23,0,12,4,1,3,1,4,2647,0,5,4.0,5.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
40,0,11,4,0,3,2,3,6323,0,10,4.0,10.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
40,0,2,2,0,3,2,2,5677,0,15,3.0,11.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,0,2,3,0,3,1,2,2187,0,6,3.0,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,0,1,4,1,3,1,2,3748,0,12,2.0,12.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,0,2,4,1,3,1,3,3977,1,7,2.0,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
47,0,25,1,1,3,3,3,8633,0,25,3.0,17.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,0,1,2,1,2,1,3,2008,0,1,2.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38,0,1,4,1,3,2,2,4440,0,16,3.0,15.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,2,1,1,3,1,3,3067,0,3,3.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0,6,1,1,2,2,3,5321,0,10,3.0,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,0,18,4,1,3,2,1,5410,1,9,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,0,1,4,1,3,1,4,2782,0,12,3.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,0,1,3,0,3,3,2,11957,0,14,1.0,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,0,11,4,1,3,1,3,2660,1,5,3.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,0,1,4,1,3,1,3,3375,0,4,4.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,0,9,2,1,3,2,3,5098,0,10,3.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,0,15,2,0,3,2,4,4878,1,10,3.0,9.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,0,29,3,0,2,1,2,2837,0,6,3.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,0,1,1,1,3,1,4,2406,0,8,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,0,1,2,1,2,1,2,2269,0,3,3.0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39,0,24,1,1,3,2,4,4108,0,18,3.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,0,10,2,0,1,3,3,13206,0,20,3.0,18.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,0,1,3,0,3,3,4,10422,0,14,3.0,14.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,10,3,0,4,3,4,13744,1,16,3.0,16.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25,0,8,1,0,3,2,3,4907,1,6,2.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52,0,29,1,1,3,1,4,3482,0,16,2.0,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44,0,1,2,1,3,1,4,2436,1,6,3.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,0,5,3,1,3,1,1,2380,1,2,3.0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39,0,9,4,1,3,5,4,19431,0,21,2.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,1,9,4,1,3,1,1,1790,0,1,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,3,1,0,2,3,4,7644,0,10,3.0,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,4,4,0,3,2,2,5131,0,18,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56,0,1,3,1,3,2,3,6306,0,13,2.0,13.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29,1,1,1,1,3,1,4,4787,1,4,4.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,0,2,1,1,3,5,3,18880,0,24,2.0,22.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56,1,7,4,1,3,1,3,2339,0,14,1.0,10.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
41,0,28,1,0,2,4,2,13570,0,21,3.0,20.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34,0,28,4,0,2,2,3,6712,0,8,3.0,8.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,15,4,1,1,2,4,5406,0,15,2.0,15.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41,0,3,3,1,2,2,2,8938,0,14,3.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,2,4,1,3,1,1,2439,0,4,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35,0,26,3,0,3,3,4,8837,1,9,3.0,9.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0,10,1,0,3,2,4,5343,0,10,3.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
50,1,1,2,1,3,2,3,6728,0,12,3.0,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,0,11,2,0,2,2,4,6652,0,8,2.0,6.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45,0,20,4,0,3,2,3,4850,0,8,3.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
40,0,2,3,1,2,1,3,2809,0,8,3.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,0,18,3,1,3,2,3,5689,1,10,4.0,10.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0,2,3,0,3,1,3,2001,0,20,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,0,1,3,0,1,1,4,2977,0,4,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,0,13,4,1,2,2,2,4025,1,10,3.0,4.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
29,0,28,4,0,2,1,1,3785,0,5,1.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50,1,28,4,1,2,3,1,10854,1,20,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,0,24,2,0,2,4,4,12031,0,21,2.0,20.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,5,2,1,3,2,1,9936,0,10,3.0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,0,5,4,0,2,1,3,2966,0,5,3.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
36,0,23,3,1,4,2,4,2571,0,17,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,0,6,4,1,2,3,1,9991,0,9,3.0,7.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,0,4,2,1,4,2,2,6142,1,6,3.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,0,2,4,1,2,2,2,5390,0,17,2.0,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,8,2,1,4,2,3,4404,0,6,4.0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,0,3,4,0,2,2,2,6651,0,1,2.0,6.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,0,7,4,0,2,3,3,8273,0,4,2.0,3.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,0,1,1,1,1,4,2,10959,0,9,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,0,2,3,1,3,2,3,1009,1,13,3.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
45,0,14,2,1,2,2,3,6102,0,18,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
