Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,Yes,Non-Travel,-70,Sales,-5,5,Technical Degree,1,275,2,Female,30,3,2,Healthcare Representative,4,Married,8780,8274,4,Y,Yes,15,3,3,80,1,6,3,1,2,2,0,5
25,No,Travel_Rarely,1342,Research & Development,0,5,Other,1,1008,4,Male,43,1,3,Research Director,4,Single,6303,14437,4,Y,Yes,18,4,1,80,3,22,6,1,-1,8,3,-1
39,No,Travel_Frequently,467,Research & Development,25,1,Technical Degree,1,-341,4,Male,66,2,2,Research Director,2,Divorced,10772,16668,3,Y,Yes,9,4,4,80,3,9,6,3,2,9,4,-1
48,No,Travel_Rarely,1374,Human Resources,10,2,Life Sciences,1,898,2,Female,95,2,5,Research Scientist,1,Divorced,-332,26262,6,Y,No,16,4,3,80,0,8,0,4,11,2,6,5
22,No,Travel_Frequently,960,Sales,10,1,Human Resources,1,481,3,Female,73,4,4,Manager,3,Divorced,3373,4990,1,Y,Yes,20,4,4,80,2,10,2,3,17,3,1,-2
38,No,Non-Travel,1056,Research & Development,14,5,Technical Degree,1,1229,2,Female,53,2,5,Manufacturing Director,3,Single,5932,17740,2,Y,No,22,4,2,80,3,12,4,4,7,9,9,7
39,Yes,Non-Travel,1266,Human Resources,-3,5,Life Sciences,1,27,2,Female,35,1,2,Human Resources,1,Divorced,12931,24856,4,Y,Yes,16,4,1,80,0,3,1,1,0,6,2,0
44,No,Non-Travel,1033,Sales,-2,3,Other,1,716,1,Male,52,3,2,Research Scientist,2,Married,6284,19714,0,Y,Yes,17,4,4,80,2,6,1,2,9,6,6,7
25,No,Travel_Frequently,1074,Sales,5,1,Human Resources,1,1606,2,Male,65,4,4,Research Director,3,Divorced,8621,20241,10,Y,Yes,7,3,3,80,0,6,2,2,13,4,3,9
24,No,Travel_Rarely,736,Research & Development,1,1,Technical Degree,1,617,1,Male,17,3,1,Sales Executive,1,Married,3727,18496,2,Y,No,22,3,1,80,1,17,0,1,18,6,1,5
41,No,Travel_Rarely,952,Research & Development,8,2,Marketing,1,-121,4,Female,41,4,1,Manager,1,Divorced,8794,23554,3,Y,Yes,13,3,1,80,0,4,0,1,14,4,-4,-9
39,No,Travel_Rarely,565,Sales,13,2,Marketing,1,1179,1,Female,50,4,1,Sales Executive,2,Divorced,14399,6572,5,Y,No,11,4,1,80,1,-2,6,2,8,9,-1,8
39,Yes,Travel_Frequently,663,Sales,20,3,Human Resources,1,671,2,Male,60,3,3,Research Scientist,1,Single,11189,4448,4,Y,No,14,3,1,80,2,-4,5,4,10,3,5,2
40,Yes,Travel_Frequently,1595,Research & Development,15,4,Marketing,1,912,4,Male,64,2,1,Laboratory Technician,3,Divorced,6119,14268,2,Y,No,20,4,1,80,2,0,0,1,2,3,4,3
30,Yes,Travel_Frequently,476,Sales,1,4,Technical Degree,1,585,1,Male,53,2,3,Human Resources,4,Divorced,9683,-1069,3,Y,No,23,3,2,80,2,21,5,4,11,-3,4,1
39,No,Travel_Frequently,864,Research & Development,6,4,Technical Degree,1,2213,2,Female,76,2,3,Healthcare Representative,2,Single,9221,23072,-1,Y,Yes,15,3,2,80,0,11,3,4,12,8,7,10
39,Yes,Travel_Frequently,848,Sales,3,1,Human Resources,1,86,4,Male,68,2,1,Research Scientist,1,Married,8887,23001,1,Y,Yes,18,4,1,80,2,15,2,2,-8,0,0,4
30,Yes,Travel_Rarely,677,Research & Development,0,1,Technical Degree,1,2730,1,Female,58,3,1,Healthcare Representative,2,Divorced,11737,11228,3,Y,No,15,3,3,80,2,15,3,4,7,-4,0,2
53,No,Travel_Frequently,1010,Human Resources,0,5,Life Sciences,1,789,2,Male,78,1,4,Healthcare Representative,1,Divorced,11702,11674,3,Y,No,11,4,3,80,1,11,3,2,16,3,0,8
41,No,Travel_Frequently,1040,Research & Development,22,1,Other,1,1135,2,Male,77,4,4,Sales Executive,4,Married,5904,13798,5,Y,Yes,20,3,2,80,2,10,3,1,2,3,-2,7
26,No,Travel_Rarely,428,Research & Development,9,1,Marketing,1,678,3,Male,36,3,3,Laboratory Technician,2,Single,9524,14683,2,Y,Yes,12,3,4,80,2,19,3,3,-6,5,0,0
42,Yes,Travel_Frequently,843,Human Resources,7,1,Life Sciences,1,653,3,Female,65,2,4,Healthcare Representative,1,Divorced,4699,15218,0,Y,No,20,3,1,80,2,12,1,3,6,6,-1,5
28,Yes,Travel_Rarely,365,Sales,13,3,Human Resources,1,552,1,Female,83,2,3,Human Resources,4,Single,2157,18286,5,Y,Yes,19,4,3,80,3,22,0,3,13,1,-2,4
44,No,Travel_Rarely,1120,Human Resources,13,1,Marketing,1,1386,1,Female,87,3,2,Sales Executive,3,Married,5234,13084,6,Y,Yes,17,4,2,80,2,16,2,3,9,14,0,-1
47,No,Non-Travel,873,Research & Development,18,2,Life Sciences,1,175,1,Female,73,4,3,Research Director,1,Married,6143,21026,4,Y,Yes,21,3,2,80,0,6,2,3,7,3,1,7
29,Yes,Non-Travel,835,Sales,3,2,Technical Degree,1,1244,2,Female,61,3,3,Sales Executive,4,Single,-1319,17487,2,Y,No,23,3,4,80,1,7,4,3,1,-1,7,4
45,Yes,Non-Travel,1068,Human Resources,12,5,Human Resources,1,-290,1,Female,74,3,4,Human Resources,4,Married,10553,9992,5,Y,No,14,4,4,80,2,5,3,4,0,9,-1,11
40,No,Non-Travel,691,Sales,1,3,Human Resources,1,1189,2,Male,82,1,2,Manager,2,Married,-6525,23816,11,Y,No,12,3,3,80,0,20,2,4,8,6,5,9
44,No,Travel_Frequently,1171,Sales,7,2,Marketing,1,1536,1,Female,68,3,5,Sales Executive,1,Divorced,19284,4645,2,Y,No,8,3,4,80,1,8,6,3,6,5,2,4
54,Yes,Non-Travel,419,Human Resources,9,3,Technical Degree,1,257,2,Male,70,1,5,Research Director,3,Single,13573,13657,0,Y,No,23,4,4,80,1,5,5,1,12,2,3,3
34,No,Travel_Rarely,1372,Sales,10,3,Marketing,1,1433,2,Female,60,4,5,Healthcare Representative,1,Divorced,5274,21195,1,Y,Yes,13,3,1,80,0,13,2,1,9,4,2,-3
30,Yes,Travel_Frequently,580,Human Resources,10,5,Medical,1,1055,3,Male,38,3,2,Sales Representative,4,Single,6547,9166,4,Y,Yes,19,3,2,80,0,10,6,4,2,-3,-3,7
28,Yes,Non-Travel,118,Research & Development,15,3,Life Sciences,1,1987,4,Male,62,3,1,Sales Representative,3,Divorced,7929,16516,-1,Y,Yes,12,4,2,80,3,13,3,4,8,3,-1,3
29,Yes,Travel_Rarely,669,Sales,4,1,Medical,1,510,2,Female,52,2,2,Sales Representative,4,Married,3729,18180,3,Y,No,20,4,4,80,3,25,2,3,7,13,4,2
36,Yes,Travel_Frequently,624,Research & Development,10,3,Life Sciences,1,2720,1,Male,52,3,4,Manager,2,Single,7409,8188,3,Y,Yes,12,4,2,80,2,18,0,1,-3,0,2,4
40,No,Travel_Frequently,666,Research & Development,3,5,Other,1,-414,3,Female,95,2,3,Research Director,1,Single,5824,13797,6,Y,No,10,4,2,80,3,11,3,2,4,4,-3,9
39,No,Non-Travel,895,Sales,32,5,Human Resources,1,826,1,Female,85,2,3,Human Resources,4,Single,6059,13199,5,Y,No,14,3,3,80,0,0,1,3,7,-1,1,8
44,Yes,Travel_Frequently,1245,Human Resources,1,5,Marketing,1,2,1,Female,31,2,4,Research Scientist,4,Single,7357,10385,4,Y,No,13,4,2,80,3,7,6,4,6,2,4,8
37,Yes,Travel_Rarely,725,Sales,3,2,Other,1,2139,2,Female,43,4,4,Sales Representative,1,Married,318,30695,-2,Y,No,17,4,4,80,1,16,0,4,8,0,-1,0
50,Yes,Travel_Frequently,523,Research & Development,16,1,Other,1,867,2,Male,58,1,3,Research Scientist,3,Married,6689,8881,4,Y,No,15,3,3,80,0,2,2,4,7,5,0,9
34,Yes,Travel_Rarely,347,Research & Development,5,2,Human Resources,1,921,4,Female,52,2,1,Manager,4,Married,7272,21465,4,Y,No,17,4,2,80,2,27,1,2,9,5,7,2
61,Yes,Travel_Frequently,613,Human Resources,16,4,Human Resources,1,1291,2,Male,72,3,1,Research Scientist,1,Divorced,7109,11517,3,Y,Yes,14,4,2,80,1,11,4,1,8,0,4,6
42,No,Non-Travel,40,Sales,10,1,Life Sciences,1,1021,2,Male,40,3,1,Manager,2,Married,5486,6578,-1,Y,No,12,3,3,80,1,11,0,4,6,4,7,6
29,No,Travel_Rarely,509,Research & Development,5,3,Medical,1,667,4,Male,85,2,4,Research Scientist,2,Divorced,11859,15044,0,Y,Yes,13,4,3,80,1,6,4,3,7,4,0,3
27,No,Travel_Frequently,1304,Research & Development,3,5,Technical Degree,1,268,1,Female,64,2,3,Sales Executive,1,Divorced,4837,18933,0,Y,No,22,4,2,80,0,15,5,2,4,4,5,4
41,No,Travel_Frequently,470,Research & Development,2,4,Life Sciences,1,1126,4,Male,58,3,3,Sales Representative,4,Married,7573,20865,-2,Y,Yes,16,3,1,80,0,2,0,1,4,7,-1,-1
34,Yes,Travel_Frequently,1056,Human Resources,6,1,Technical Degree,1,1252,4,Female,65,2,3,Laboratory Technician,1,Married,12610,25432,2,Y,No,7,4,1,80,2,28,1,3,7,9,4,4
43,Yes,Travel_Rarely,307,Research & Development,7,2,Other,1,1443,4,Male,57,1,2,Manufacturing Director,1,Married,6129,35276,0,Y,No,13,4,2,80,3,21,4,3,-5,2,0,3
41,Yes,Travel_Rarely,1517,Research & Development,2,5,Technical Degree,1,2176,3,Female,24,1,2,Manager,4,Divorced,7512,16096,9,Y,Yes,15,3,2,80,3,18,5,2,4,3,3,11
36,Yes,Travel_Rarely,1543,Sales,8,2,Medical,1,-283,1,Female,66,4,5,Healthcare Representative,3,Single,6049,9593,2,Y,No,21,3,3,80,3,0,4,2,2,3,3,4
29,Yes,Non-Travel,1040,Sales,0,1,Life Sciences,1,984,3,Female,59,2,2,Manufacturing Director,3,Married,12328,17536,5,Y,No,18,4,3,80,3,12,2,2,1,0,4,1
23,No,Non-Travel,1605,Research & Development,15,1,Human Resources,1,1742,3,Female,46,4,1,Human Resources,2,Divorced,5289,12418,-1,Y,Yes,11,4,2,80,1,20,3,4,5,0,-1,4
32,Yes,Travel_Rarely,946,Research & Development,16,4,Medical,1,949,2,Male,88,4,1,Manager,3,Divorced,12544,20903,1,Y,Yes,24,4,2,80,0,15,4,1,-1,6,3,1
44,No,Travel_Frequently,1112,Sales,3,3,Medical,1,-382,4,Male,79,4,1,Manager,1,Married,6015,5080,2,Y,No,15,3,2,80,3,3,2,4,5,11,2,0
38,No,Non-Travel,1311,Human Resources,3,2,Life Sciences,1,247,4,Female,115,2,1,Research Scientist,4,Divorced,2456,31170,0,Y,Yes,19,4,2,80,1,6,3,2,8,0,6,5
25,No,Travel_Rarely,875,Human Resources,10,4,Human Resources,1,1222,3,Male,82,4,5,Manager,2,Married,9701,20406,1,Y,Yes,10,4,1,80,0,7,3,2,13,12,0,4
38,No,Travel_Frequently,176,Human Resources,19,5,Medical,1,1200,2,Female,52,1,1,Sales Representative,3,Divorced,5068,2326,2,Y,No,6,3,3,80,0,6,1,2,20,2,-2,7
40,Yes,Non-Travel,1120,Human Resources,21,3,Human Resources,1,1429,2,Female,47,4,4,Research Director,1,Single,9424,9266,2,Y,Yes,10,4,4,80,0,23,6,4,-4,8,-3,9
28,No,Travel_Frequently,612,Human Resources,-2,4,Marketing,1,554,2,Male,55,1,4,Research Director,2,Divorced,-6346,20121,7,Y,No,3,4,2,80,1,-3,5,3,1,5,1,10
38,No,Travel_Frequently,642,Human Resources,17,2,Marketing,1,1181,1,Female,52,1,4,Human Resources,4,Married,6527,22686,3,Y,Yes,22,4,2,80,3,16,6,2,5,4,0,4
37,No,Travel_Frequently,922,Human Resources,8,1,Marketing,1,455,3,Female,68,2,2,Laboratory Technician,3,Single,4339,5257,3,Y,No,15,3,2,80,0,1,5,4,7,2,1,6
26,Yes,Travel_Frequently,1030,Human Resources,8,5,Technical Degree,1,1181,1,Female,34,4,3,Sales Representative,1,Married,1497,19388,4,Y,No,11,3,4,80,1,3,0,2,9,4,1,5
40,Yes,Non-Travel,863,Sales,13,2,Medical,1,1056,2,Female,79,2,5,Sales Representative,4,Divorced,3898,452,4,Y,No,16,4,3,80,0,-4,2,4,3,1,6,-4
42,Yes,Non-Travel,1059,Human Resources,5,3,Life Sciences,1,530,2,Female,67,1,4,Sales Executive,1,Single,3801,13677,2,Y,Yes,15,4,3,80,2,7,1,1,-8,7,1,8
46,No,Non-Travel,517,Human Resources,18,3,Life Sciences,1,1962,2,Male,76,3,4,Research Director,1,Single,6277,22228,1,Y,No,17,3,2,80,2,23,4,1,13,8,5,6
46,No,Travel_Rarely,785,Human Resources,20,1,Technical Degree,1,-1,4,Male,42,4,1,Manufacturing Director,1,Divorced,65,10387,3,Y,Yes,19,4,2,80,1,13,2,4,10,1,3,6
24,Yes,Non-Travel,1145,Research & Development,21,1,Life Sciences,1,939,3,Male,70,2,4,Healthcare Representative,4,Single,7991,3587,5,Y,No,14,3,3,80,3,1,4,2,11,-1,0,2
28,No,Travel_Frequently,1517,Sales,-5,5,Marketing,1,517,4,Female,92,3,1,Manager,2,Single,12935,15353,5,Y,No,11,3,4,80,3,19,6,4,5,3,2,1
41,Yes,Non-Travel,1660,Sales,7,5,Medical,1,2129,1,Female,48,4,1,Laboratory Technician,1,Single,7825,10008,2,Y,No,18,3,2,80,0,20,4,1,9,11,7,3
41,Yes,Travel_Frequently,977,Sales,-6,1,Life Sciences,1,1385,4,Female,47,4,3,Healthcare Representative,2,Married,10311,18794,4,Y,Yes,18,3,4,80,3,12,6,4,-5,5,5,6
41,No,Travel_Rarely,1141,Human Resources,2,1,Life Sciences,1,633,3,Female,80,2,2,Healthcare Representative,2,Married,11656,8011,2,Y,No,15,3,4,80,3,27,6,1,0,8,6,-2
72,No,Travel_Frequently,1602,Human Resources,-10,3,Other,1,856,4,Female,46,3,1,Sales Executive,3,Single,12324,8813,2,Y,No,23,4,3,80,2,17,4,1,14,0,3,4
42,No,Travel_Frequently,531,Research & Development,12,1,Other,1,2145,2,Female,61,2,1,Laboratory Technician,3,Divorced,15307,-71,1,Y,Yes,13,3,2,80,1,16,0,3,7,2,0,10
47,No,Travel_Frequently,1056,Sales,10,4,Other,1,455,1,Male,95,4,3,Laboratory Technician,2,Divorced,4152,15522,2,Y,No,11,4,1,80,2,5,6,2,18,3,7,3
45,Yes,Travel_Rarely,1112,Human Resources,5,2,Medical,1,-37,1,Female,48,4,1,Sales Executive,3,Married,3120,13167,6,Y,No,16,4,3,80,1,16,0,4,1,0,3,-2
42,Yes,Non-Travel,1386,Sales,2,1,Marketing,1,1200,2,Male,97,1,5,Sales Representative,3,Divorced,10191,5854,2,Y,Yes,12,4,3,80,0,12,1,2,22,4,5,3
34,Yes,Non-Travel,343,Research & Development,11,5,Human Resources,1,1213,2,Female,59,4,2,Sales Executive,2,Single,9837,15692,3,Y,Yes,17,3,1,80,2,15,0,2,23,1,2,5
43,Yes,Travel_Rarely,423,Research & Development,0,4,Marketing,1,1425,2,Male,43,4,5,Sales Representative,4,Divorced,10154,21623,0,Y,Yes,12,4,2,80,1,5,1,1,3,7,-1,5
29,Yes,Travel_Frequently,811,Research & Development,0,5,Marketing,1,1429,3,Female,78,3,4,Manufacturing Director,3,Married,15397,12778,1,Y,No,13,4,4,80,3,12,0,1,4,4,3,4
34,No,Non-Travel,954,Sales,0,4,Medical,1,2090,4,Male,68,3,2,Human Resources,3,Married,6556,16221,2,Y,Yes,22,4,4,80,1,4,5,4,14,9,7,11
32,Yes,Travel_Rarely,1255,Human Resources,7,1,Medical,1,-9,1,Male,66,1,4,Sales Representative,4,Single,8509,16258,0,Y,No,13,3,4,80,3,-5,1,4,3,-1,4,4
37,Yes,Non-Travel,1011,Human Resources,4,2,Other,1,300,4,Female,50,1,1,Healthcare Representative,4,Married,1887,5740,2,Y,No,12,4,2,80,0,19,5,4,5,2,3,4
58,Yes,Travel_Rarely,741,Research & Development,6,5,Life Sciences,1,1423,2,Female,67,1,3,Sales Representative,4,Married,16555,28951,1,Y,Yes,19,3,3,80,3,0,6,1,2,2,0,2
19,No,Travel_Frequently,970,Human Resources,13,4,Technical Degree,1,359,2,Male,23,2,5,Human Resources,2,Married,4918,10961,2,Y,Yes,11,3,3,80,1,12,5,3,2,5,7,7
43,No,Non-Travel,923,Research & Development,17,3,Technical Degree,1,147,4,Female,70,2,4,Manager,4,Divorced,5051,18983,2,Y,No,12,4,3,80,2,13,1,4,7,2,6,10
22,No,Travel_Rarely,1506,Sales,20,1,Human Resources,1,2148,1,Female,92,1,1,Sales Executive,2,Married,4870,19788,0,Y,Yes,17,4,3,80,1,13,2,1,5,10,-3,1
32,No,Non-Travel,869,Research & Development,9,2,Life Sciences,1,49,3,Female,30,2,5,Manager,1,Divorced,3466,13319,1,Y,Yes,18,3,3,80,2,9,6,3,-5,3,5,3
46,Yes,Non-Travel,647,Sales,12,1,Human Resources,1,813,4,Male,57,4,5,Sales Executive,1,Married,3068,18632,2,Y,No,19,3,1,80,1,13,6,2,15,0,1,-4
37,Yes,Non-Travel,983,Research & Development,10,3,Other,1,989,2,Female,48,1,4,Manufacturing Director,4,Married,4037,16062,5,Y,Yes,12,4,4,80,1,14,3,1,16,3,3,1
27,No,Non-Travel,882,Human Resources,-4,2,Human Resources,1,1812,2,Male,35,1,1,Research Director,4,Divorced,72,4222,3,Y,Yes,17,4,4,80,0,16,0,4,10,3,0,11
30,No,Travel_Rarely,168,Human Resources,6,3,Life Sciences,1,-100,3,Male,24,2,3,Healthcare Representative,1,Divorced,2805,11948,1,Y,Yes,13,4,2,80,3,24,4,4,7,7,2,3
43,Yes,Travel_Frequently,796,Research & Development,6,1,Life Sciences,1,1274,4,Female,41,3,4,Healthcare Representative,2,Single,15678,9953,3,Y,No,12,4,1,80,1,13,0,3,1,2,-1,4
30,Yes,Travel_Rarely,761,Human Resources,5,4,Technical Degree,1,488,3,Male,60,1,5,Research Director,2,Single,9966,11026,6,Y,Yes,19,4,3,80,2,11,4,3,4,-1,0,1
38,No,Travel_Rarely,583,Human Resources,8,1,Other,1,1402,3,Female,89,2,5,Research Director,4,Divorced,10862,5031,4,Y,Yes,13,3,3,80,3,4,2,1,13,4,3,5
37,No,Travel_Rarely,1220,Human Resources,7,1,Medical,1,478,1,Female,34,2,2,Sales Executive,4,Married,12045,22330,4,Y,No,16,3,3,80,0,14,3,3,10,1,0,3
30,No,Travel_Frequently,485,Sales,1,1,Human Resources,1,1971,1,Male,71,3,1,Healthcare Representative,4,Single,15137,25715,4,Y,No,15,3,1,80,3,16,2,1,9,0,3,5
56,No,Non-Travel,986,Human Resources,7,5,Technical Degree,1,482,2,Male,70,1,2,Healthcare Representative,1,Divorced,-1836,21274,6,Y,No,11,3,2,80,1,9,3,3,10,4,2,4
42,Yes,Non-Travel,742,Sales,4,3,Human Resources,1,-457,4,Male,99,3,3,Research Director,3,Divorced,712,23356,5,Y,No,18,3,1,80,2,15,1,2,13,3,9,9
18,Yes,Non-Travel,845,Research & Development,-12,3,Human Resources,1,549,1,Male,77,4,4,Sales Executive,4,Married,2719,11860,4,Y,Yes,17,4,2,80,2,9,1,4,12,3,0,4
38,Yes,Travel_Frequently,968,Human Resources,-2,3,Medical,1,867,2,Male,78,3,5,Sales Representative,2,Divorced,4291,9784,5,Y,No,7,3,4,80,3,16,4,4,11,5,1,1
30,No,Non-Travel,274,Human Resources,9,5,Other,1,1676,4,Female,80,3,1,Sales Representative,3,Single,5087,8771,0,Y,No,16,4,2,80,2,18,5,2,4,2,0,1
44,No,Travel_Frequently,879,Human Resources,18,4,Life Sciences,1,267,2,Male,47,2,5,Human Resources,2,Married,4398,18897,-1,Y,Yes,12,3,4,80,1,18,5,4,17,4,6,-2
29,Yes,Non-Travel,1726,Research & Development,-10,1,Marketing,1,279,1,Female,54,3,2,Research Scientist,3,Divorced,7535,15929,3,Y,No,19,3,2,80,2,12,4,4,4,2,2,4
35,Yes,Non-Travel,174,Sales,2,4,Human Resources,1,1603,2,Female,88,4,2,Laboratory Technician,1,Divorced,6669,13763,2,Y,No,9,4,4,80,2,3,1,4,1,7,1,3
41,Yes,Travel_Rarely,779,Sales,12,5,Marketing,1,196,4,Male,24,2,4,Manufacturing Director,3,Married,3099,23531,1,Y,Yes,13,3,4,80,2,6,4,4,3,4,4,9
44,Yes,Travel_Frequently,1255,Human Resources,16,3,Other,1,917,4,Male,52,4,1,Sales Executive,2,Married,-3739,17195,4,Y,No,16,3,3,80,1,15,5,2,0,10,0,0
25,No,Travel_Rarely,924,Research & Development,5,1,Marketing,1,929,2,Male,38,3,1,Sales Representative,3,Married,1828,8343,-1,Y,No,15,3,2,80,0,30,4,1,10,2,-2,1
33,Yes,Travel_Rarely,1080,Research & Development,3,2,Human Resources,1,1155,4,Male,70,4,4,Laboratory Technician,1,Single,3917,9466,1,Y,Yes,18,3,3,80,2,8,1,4,6,5,3,1
32,Yes,Travel_Rarely,-156,Research & Development,19,2,Medical,1,573,2,Male,57,4,2,Laboratory Technician,2,Single,5339,19167,1,Y,Yes,9,4,4,80,0,14,2,2,13,8,2,3
30,Yes,Travel_Frequently,1043,Research & Development,15,4,Marketing,1,466,4,Female,78,3,2,Laboratory Technician,4,Divorced,1184,21727,-1,Y,Yes,21,3,3,80,3,6,0,4,-7,6,0,0
53,Yes,Travel_Frequently,495,Research & Development,16,3,Other,1,1226,2,Female,63,3,2,Research Director,3,Divorced,4192,18239,6,Y,Yes,17,3,1,80,3,3,1,2,8,4,3,3
40,Yes,Non-Travel,927,Sales,5,2,Other,1,485,2,Female,34,2,5,Human Resources,2,Married,1178,27814,0,Y,Yes,20,3,3,80,1,6,4,2,5,5,8,4
25,Yes,Travel_Rarely,790,Sales,18,4,Medical,1,206,2,Male,35,2,3,Research Scientist,3,Divorced,5910,25950,1,Y,Yes,18,3,2,80,1,-4,1,1,4,6,3,4
45,Yes,Non-Travel,1721,Sales,-6,5,Marketing,1,1764,3,Male,65,1,2,Sales Executive,1,Divorced,1450,17452,4,Y,Yes,15,3,3,80,1,21,1,3,0,5,-4,8
56,No,Travel_Rarely,1023,Human Resources,18,4,Marketing,1,1318,4,Female,50,2,3,Human Resources,2,Married,2506,8344,4,Y,Yes,10,3,1,80,1,-6,5,1,7,4,6,4
46,No,Travel_Frequently,757,Research & Development,8,4,Life Sciences,1,2088,1,Male,55,3,3,Manager,4,Single,341,4988,0,Y,Yes,13,3,3,80,0,9,4,1,2,6,8,3
23,No,Travel_Frequently,193,Human Resources,10,4,Technical Degree,1,1496,2,Male,84,4,1,Human Resources,4,Single,5780,11555,4,Y,Yes,21,3,4,80,1,2,5,4,16,3,3,8
32,No,Travel_Frequently,851,Research & Development,1,1,Other,1,261,3,Male,81,4,4,Manager,3,Single,2423,19674,3,Y,Yes,20,4,4,80,0,4,4,2,10,0,2,4
48,Yes,Travel_Rarely,1134,Sales,-5,4,Life Sciences,1,1082,1,Female,102,2,5,Research Scientist,1,Divorced,10772,27314,8,Y,Yes,12,4,4,80,2,21,5,3,13,11,-2,0
30,No,Travel_Frequently,769,Human Resources,10,4,Other,1,413,2,Male,59,2,3,Sales Executive,1,Married,8413,17284,3,Y,No,4,4,2,80,2,12,5,2,-3,7,0,0
40,No,Travel_Rarely,598,Sales,13,1,Life Sciences,1,30,1,Female,52,3,5,Research Director,3,Single,6174,22631,2,Y,Yes,14,3,3,80,3,3,2,4,12,0,1,0
44,Yes,Non-Travel,571,Research & Development,14,1,Technical Degree,1,755,3,Male,74,4,1,Laboratory Technician,2,Divorced,2748,12567,0,Y,Yes,14,3,4,80,3,6,1,2,11,3,0,0
28,Yes,Travel_Rarely,1018,Research & Development,14,5,Life Sciences,1,1615,1,Male,54,1,2,Sales Executive,2,Married,8294,18745,0,Y,Yes,14,4,3,80,0,5,2,4,4,2,0,11
36,No,Non-Travel,1108,Research & Development,12,3,Other,1,1190,2,Female,55,1,3,Research Director,3,Single,9754,20173,0,Y,Yes,17,4,1,80,1,10,5,1,5,2,2,0
7,No,Travel_Rarely,1351,Sales,1,2,Marketing,1,187,1,Male,61,2,4,Sales Executive,2,Single,7174,222,6,Y,Yes,18,4,1,80,3,12,2,1,0,7,0,3
27,Yes,Non-Travel,400,Research & Development,15,2,Other,1,734,1,Male,99,1,1,Research Director,2,Married,14053,11370,2,Y,No,18,4,2,80,0,26,6,4,5,3,7,4
34,No,Travel_Frequently,1014,Sales,0,4,Human Resources,1,938,2,Male,80,3,5,Sales Executive,2,Divorced,8666,21072,4,Y,No,16,3,3,80,3,-3,6,1,10,11,2,3
25,Yes,Non-Travel,753,Human Resources,18,5,Medical,1,7,3,Female,82,1,2,Human Resources,3,Divorced,10804,16266,6,Y,No,8,4,1,80,1,11,1,2,2,-2,3,1
51,Yes,Travel_Frequently,765,Research & Development,8,4,Medical,1,1454,3,Male,98,2,5,Human Resources,4,Single,7131,5796,-3,Y,No,13,3,2,80,0,8,1,3,7,4,3,5
23,Yes,Travel_Frequently,964,Research & Development,8,2,Human Resources,1,887,1,Male,84,3,4,Human Resources,1,Married,9683,-2983,5,Y,Yes,23,4,2,80,3,18,5,3,22,0,3,-1
32,Yes,Non-Travel,966,Research & Development,16,1,Medical,1,187,4,Male,42,4,3,Laboratory Technician,4,Divorced,2751,11709,2,Y,No,16,3,4,80,1,14,1,2,1,5,2,0
38,No,Travel_Rarely,1015,Human Resources,17,3,Medical,1,153,1,Male,83,3,4,Manufacturing Director,2,Married,4344,13803,3,Y,No,16,3,1,80,0,15,2,3,9,5,5,8
50,Yes,Travel_Rarely,375,Research & Development,15,5,Technical Degree,1,1687,4,Male,86,2,5,Healthcare Representative,3,Married,8147,8021,0,Y,Yes,16,3,3,80,0,13,3,2,0,7,6,0
23,Yes,Travel_Rarely,499,Sales,2,1,Marketing,1,795,1,Female,79,2,5,Manager,1,Single,8113,15331,0,Y,No,16,3,1,80,0,4,1,4,-2,0,-4,8
47,No,Travel_Rarely,1402,Sales,15,3,Marketing,1,1741,3,Female,61,1,4,Human Resources,2,Married,8892,17917,3,Y,No,6,4,1,80,2,20,2,3,11,5,-2,9
37,Yes,Travel_Rarely,713,Research & Development,2,5,Other,1,1971,1,Male,76,1,4,Manufacturing Director,1,Married,11683,19086,8,Y,Yes,14,3,3,80,0,17,6,4,4,1,0,9
27,No,Travel_Frequently,925,Research & Development,15,5,Human Resources,1,1640,1,Male,65,4,4,Manager,1,Married,-205,-2455,5,Y,Yes,15,3,3,80,3,18,6,4,16,4,-1,7
41,No,Travel_Rarely,1228,Human Resources,-2,2,Life Sciences,1,703,4,Female,46,4,2,Sales Executive,4,Divorced,1915,4958,5,Y,No,19,4,4,80,0,21,2,2,10,2,0,0
38,No,Travel_Frequently,989,Human Resources,8,1,Other,1,-478,3,Male,51,2,5,Research Scientist,2,Single,7583,12144,2,Y,Yes,15,4,2,80,0,14,6,3,2,0,0,-1
31,Yes,Travel_Frequently,1023,Human Resources,2,5,Other,1,1213,4,Male,80,2,1,Research Director,1,Single,3092,18385,1,Y,No,9,4,3,80,0,22,2,1,1,6,1,0
37,No,Travel_Frequently,1163,Research & Development,16,5,Other,1,2284,1,Male,47,2,2,Manufacturing Director,4,Married,22405,17795,0,Y,Yes,16,4,3,80,0,14,1,1,11,3,-2,0
