Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,4,Male,88,3,1,Human Resources,2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,1973,3,Male,71,4,5,Manager,2,Married,19636,25811,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1,1980,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,1998,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1999,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,2003,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2009,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,2010,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
32,No,Travel_Rarely,234,Sales,1,4,Medical,1,2013,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2015,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11
32,No,Travel_Rarely,801,Sales,1,4,Marketing,1,2016,3,Female,48,3,3,Sales Executive,4,Married,10422,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,2026,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
34,No,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,4,Female,95,2,2,Sales Executive,3,Married,6712,8978,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
36,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,2809,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,3,Female,98,3,1,Research Scientist,3,Married,2001,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,4,Male,39,2,3,Sales Executive,1,Divorced,10854,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,Sales Executive,4,Married,12031,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
49,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
30,No,Travel_Rarely,1235,Sales,3,2,Marketing,1,1473,4,Female,43,2,2,Research Scientist,2,Single,6651,25487,3,Y,No,15,3,3,80,1,1,0,2,6,6,1,3
33,No,Travel_Rarely,640,Sales,7,1,Life Sciences,1,1,4,Female,76,2,3,Laboratory Technician,3,Married,8273,15503,0,Y,No,15,3,2,80,0,4,3,2,3,8,0,8
36,No,Travel_Rarely,1499,Research & Development,1,3,Life Sciences,1,1,1,Male,51,1,4,Laboratory Technician,2,Single,10959,7684,4,Y,No,11,3,2,80,0,9,3,2,4,1,4,7
41,No,Travel_Frequently,887,Sales,2,2,Technical Degree,1,1571,3,Male,82,3,2,Research Scientist,3,Single,1009,17679,2,Y,Yes,19,3,2,80,1,13,4,3,1,3,0,4
45,No,Travel_Rarely,931,Human Resources,14,3,Medical,1,764,2,Male,62,2,2,Sales Executive,3,Single,6102,19309,2,Y,No,14,3,3,80,0,18,3,1,0,2,0,8
40,No,Non-Travel,244,Research & Development,3,4,Medical,1,1,2,Female,63,3,2,Manufacturing Director,1,Single,6387,11150,6,Y,No,15,3,2,80,0,16,3,4,7,3,0,7
42,No,Travel_Rarely,1180,Research & Development,10,2,Medical,1,1281,3,Female,68,1,1,Human Resources,1,Married,11337,10600,4,Y,No,11,3,1,80,0,0,3,2,0,2,2,6
31,No,Non-Travel,1210,Research & Development,6,5,Marketing,1,1284,2,Female,72,3,1,Research Director,2,Divorced,5017,16457,0,Y,No,15,3,2,80,0,22,1,1,0,0,1,1
32,No,Travel_Rarely,1066,Research & Development,10,3,Other,1,1,2,Male,49,2,1,Laboratory Technician,3,Single,1087,18111,0,Y,No,11,3,3,80,2,5,3,3,18,4,4,0
29,No,Travel_Frequently,672,Research & Development,10,4,Human Resources,1,1613,4,Female,82,3,1,Manager,2,Married,6461,7012,0,Y,No,11,3,2,80,2,1,2,3,4,3,2,11
33,No,Travel_Rarely,1025,Sales,1,2,Life Sciences,1,1745,4,Male,100,2,1,Manager,3,Single,4660,19685,6,Y,No,13,3,3,80,0,6,2,2,2,8,0,2
39,No,Travel_Rarely,1499,Research & Development,17,3,Marketing,1,33,2,Male,41,1,3,Sales Executive,1,Single,12791,17921,0,Y,No,16,3,1,80,0,26,2,2,3,0,9,4
27,Yes,Travel_Rarely,657,Sales,1,3,Medical,1,689,1,Male,36,3,1,Manager,3,Single,11233,17583,0,Y,No,18,3,2,80,0,23,0,2,18,2,5,2
39,Yes,Travel_Frequently,1363,Human Resources,27,3,Life Sciences,1,1124,1,Female,89,2,2,Manager,4,Married,5849,3557,1,Y,No,14,3,1,80,1,8,0,2,13,9,0,2
41,No,Travel_Rarely,1183,Research & Development,4,2,Life Sciences,1,1857,4,Male,30,3,3,Laboratory Technician,4,Married,3119,23854,2,Y,No,22,3,2,80,2,17,4,2,0,0,0,13
31,No,Travel_Rarely,253,Human Resources,17,3,Technical Degree,1,1694,1,Male,47,3,1,Laboratory Technician,2,Married,4118,22832,0,Y,No,11,3,3,80,0,32,2,3,11,0,2,0
32,No,Travel_Frequently,1415,Research & Development,13,3,Medical,1,1488,2,Male,79,3,2,Research Scientist,4,Married,10500,18100,0,Y,No,15,3,1,80,1,5,1,3,0,9,3,6
49,No,Travel_Rarely,674,Research & Development,15,1,Other,1,293,2,Male,83,2,1,Laboratory Technician,3,Married,3406,3809,2,Y,Yes,11,3,3,80,1,24,1,4,12,4,5,4
36,No,Travel_Rarely,617,Research & Development,5,1,Medical,1,1797,1,Female,54,2,2,Sales Executive,2,Married,8126,20128,3,Y,No,16,3,3,80,1,16,4,1,7,11,3,5
48,No,Travel_Frequently,687,Research & Development,1,2,Human Resources,1,1097,1,Female,32,2,1,Research Scientist,4,Married,18495,12572,0,Y,No,21,3,2,80,1,3,2,3,0,0,0,1
40,No,Travel_Frequently,780,Sales,11,2,Medical,1,1185,1,Male,77,2,1,Sales Executive,1,Single,8607,18353,2,Y,No,11,3,2,80,0,5,4,1,15,0,6,1
46,No,Travel_Rarely,993,Research & Development,14,2,Technical Degree,1,1411,1,Male,66,1,1,Research Director,2,Single,1904,13315,1,Y,No,11,3,2,80,0,9,0,2,0,3,0,5
35,No,Travel_Rarely,882,Research & Development,10,4,Marketing,1,301,1,Female,88,2,1,Laboratory Technician,1,Married,3249,8067,4,Y,No,11,3,3,80,0,21,2,2,0,5,5,6
39,No,Travel_Rarely,1173,Research & Development,14,1,Medical,1,1302,3,Female,54,3,1,Sales Executive,3,Divorced,6997,7475,6,Y,No,20,3,2,80,0,0,5,3,15,3,0,0
47,No,Travel_Rarely,866,Research & Development,14,1,Technical Degree,1,1696,3,Male,88,3,1,Research Scientist,3,Married,9040,20096,3,Y,No,17,3,2,80,0,8,5,2,7,2,5,0
36,No,Travel_Rarely,696,Sales,5,1,Marketing,1,1,2,Female,73,2,1,Manufacturing Director,3,Married,9232,26118,2,Y,No,17,3,1,80,0,13,4,2,0,6,3,6
43,No,Travel_Frequently,766,Research & Development,4,3,Technical Degree,1,1559,1,Female,54,2,2,Manufacturing Director,3,Single,1009,16661,4,Y,No,11,3,1,80,1,14,1,2,1,1,2,0
48,No,Travel_Frequently,973,Research & Development,3,4,Medical,1,715,1,Male,87,2,1,Sales Representative,4,Married,9474,11601,5,Y,No,11,3,1,80,1,15,0,3,9,2,1,5
45,No,Travel_Rarely,600,Human Resources,1,3,Other,1,590,2,Male,55,2,1,Sales Executive,3,Divorced,10106,7954,3,Y,No,22,3,3,80,0,34,2,2,6,0,5,0
37,No,Travel_Rarely,1001,Research & Development,8,2,Marketing,1,1933,2,Female,77,2,1,Sales Executive,4,Married,4579,21563,5,Y,Yes,11,3,1,80,1,13,2,2,6,1,0,4
20,No,Travel_Rarely,917,Research & Development,5,3,Life Sciences,1,896,1,Male,45,2,1,Manufacturing Director,3,Single,5659,13411,0,Y,No,16,3,1,80,1,22,1,3,13,6,0,2
45,No,Travel_Rarely,698,Sales,25,3,Medical,1,2068,3,Male,49,2,2,Sales Executive,3,Married,7255,18397,5,Y,No,15,3,4,80,1,0,4,4,4,0,4,0
36,No,Travel_Frequently,102,Research & Development,2,3,Other,1,1929,3,Male,77,2,1,Sales Executive,1,Divorced,14938,8887,4,Y,No,12,3,1,80,0,6,3,2,9,5,0,8
41,No,Travel_Rarely,788,Sales,17,3,Medical,1,1787,2,Female,78,2,1,Laboratory Technician,3,Married,8166,12499,0,Y,No,16,3,1,80,0,12,1,2,5,0,0,1
33,No,Travel_Rarely,636,Sales,29,1,Marketing,1,787,1,Male,52,2,2,Laboratory Technician,1,Divorced,6558,17436,0,Y,No,11,3,2,80,1,12,1,3,8,5,0,6
44,No,Non-Travel,697,Research & Development,5,5,Medical,1,495,1,Female,86,3,2,Laboratory Technician,4,Divorced,9837,7683,1,Y,No,18,3,1,80,0,0,0,3,8,6,7,1
40,No,Travel_Frequently,636,Research & Development,17,2,Marketing,1,425,1,Female,77,1,3,Research Scientist,1,Married,6803,3793,0,Y,No,14,3,1,80,0,12,3,2,6,9,7,3
44,No,Travel_Rarely,779,Research & Development,23,4,Life Sciences,1,502,3,Female,51,3,3,Sales Executive,3,Divorced,11072,18385,2,Y,No,11,3,2,80,0,2,1,2,4,3,7,2
38,No,Travel_Rarely,1499,Sales,19,1,Life Sciences,1,1196,2,Male,67,2,4,Laboratory Technician,1,Single,1009,15932,2,Y,No,14,3,3,80,1,4,2,3,9,6,4,9
26,No,Travel_Rarely,793,Research & Development,1,3,Medical,1,1746,2,Male,59,2,2,Research Director,2,Single,1906,3716,0,Y,No,16,3,2,80,0,18,0,2,0,3,0,1
48,No,Travel_Rarely,710,Research & Development,1,3,Medical,1,1352,3,Male,100,1,2,Laboratory Technician,2,Divorced,6205,8707,2,Y,No,11,3,2,80,0,15,4,3,12,6,2,2
28,No,Travel_Rarely,618,Sales,8,2,Technical Degree,1,913,2,Male,41,3,2,Research Scientist,2,Divorced,7379,2094,1,Y,No,15,3,1,80,1,13,5,3,7,9,4,3
42,Yes,Non-Travel,276,Research & Development,1,3,Marketing,1,995,2,Female,100,3,1,Manager,2,Single,10725,22487,0,Y,No,15,3,1,80,0,13,2,2,10,9,0,6
30,No,Travel_Rarely,541,Research & Development,1,1,Marketing,1,501,2,Male,30,2,1,Laboratory Technician,1,Single,13989,11903,3,Y,No,21,3,3,80,0,15,0,2,0,0,0,4
26,No,Travel_Frequently,957,Research & Development,7,3,Medical,1,1278,2,Female,51,3,1,Laboratory Technician,3,Married,12088,16028,5,Y,Yes,12,3,4,80,0,34,0,1,17,7,2,4
47,No,Travel_Rarely,461,Research & Development,1,3,Medical,1,1223,4,Female,58,3,1,Manufacturing Director,1,Divorced,9497,2094,2,Y,Yes,11,3,3,80,0,12,0,2,4,3,0,0
20,Yes,Travel_Frequently,767,Research & Development,13,2,Marketing,1,1515,2,Male,84,2,2,Research Scientist,1,Single,9910,12600,3,Y,No,14,3,1,80,2,17,4,2,0,7,5,9
40,No,Travel_Rarely,352,Research & Development,8,2,Marketing,1,311,2,Male,56,3,3,Research Director,2,Single,1009,13751,1,Y,No,16,3,3,80,0,1,2,2,7,2,0,2
42,No,Travel_Rarely,217,Research & Development,20,3,Technical Degree,1,1756,3,Female,61,2,1,Research Scientist,3,Married,7536,16286,3,Y,No,12,3,3,80,0,13,2,2,6,4,5,0
37,No,Non-Travel,102,Sales,20,3,Other,1,1780,4,Male,48,2,1,Sales Executive,1,Married,10885,2094,4,Y,No,19,3,1,80,0,0,3,2,13,0,5,2
36,No,Travel_Rarely,448,Research & Development,6,4,Life Sciences,1,2068,1,Male,56,2,2,Manufacturing Director,4,Married,8168,16266,6,Y,Yes,23,3,1,80,3,19,2,2,6,11,8,3
23,No,Travel_Rarely,1235,Sales,1,4,Medical,1,1516,3,Male,51,2,1,Sales Executive,3,Married,5251,2094,3,Y,Yes,14,3,2,80,1,9,2,1,7,7,0,0
25,Yes,Travel_Rarely,1033,Research & Development,2,3,Life Sciences,1,818,2,Female,58,1,1,Manufacturing Director,3,Single,9612,19708,0,Y,No,16,3,4,80,0,8,2,3,9,5,0,2
55,No,Travel_Rarely,1369,Research & Development,6,2,Life Sciences,1,1289,3,Male,67,3,1,Manager,2,Single,9900,10029,3,Y,No,18,3,4,80,1,18,0,2,3,6,0,8
25,Yes,Travel_Rarely,620,Sales,6,3,Marketing,1,548,1,Male,100,1,2,Sales Representative,2,Single,5969,26999,4,Y,Yes,14,3,1,80,2,12,2,2,20,0,3,5
38,No,Travel_Rarely,1097,Research & Development,15,3,Life Sciences,1,1602,4,Male,56,3,2,Manufacturing Director,2,Single,12725,20018,9,Y,No,18,3,4,80,1,3,2,1,4,1,0,4
35,No,Travel_Rarely,488,Sales,13,1,Life Sciences,1,164,3,Female,75,2,2,Sales Executive,3,Married,7466,16448,0,Y,No,14,3,1,80,1,19,2,1,7,3,0,4
32,No,Non-Travel,1499,Research & Development,6,3,Marketing,1,978,2,Female,96,1,3,Laboratory Technician,2,Single,1009,2975,3,Y,No,24,3,1,80,1,9,3,3,11,8,0,0
41,No,Non-Travel,582,Research & Development,24,3,Life Sciences,1,933,1,Male,98,3,4,Sales Representative,3,Single,11264,17147,7,Y,Yes,13,3,3,80,0,15,4,2,7,3,1,3
28,No,Travel_Rarely,498,Research & Development,5,2,Marketing,1,844,4,Female,56,2,4,Manager,1,Married,7116,26999,2,Y,No,12,3,4,80,0,14,4,2,11,7,0,4
29,No,Travel_Rarely,656,Research & Development,16,4,Life Sciences,1,1819,2,Female,63,2,3,Manufacturing Director,1,Married,3729,17039,3,Y,No,19,3,3,80,2,11,3,2,1,9,5,5
58,No,Travel_Rarely,514,Research & Development,20,2,Medical,1,849,2,Male,89,1,1,Sales Executive,4,Married,11319,13996,4,Y,No,12,3,3,80,0,11,2,3,0,4,4,8
23,No,Travel_Rarely,956,Research & Development,10,2,Life Sciences,1,708,2,Female,76,3,2,Laboratory Technician,2,Married,4203,19107,4,Y,Yes,17,3,2,80,0,19,2,3,21,0,0,0
41,No,Travel_Rarely,367,Research & Development,11,2,Technical Degree,1,337,3,Male,91,2,1,Research Scientist,3,Single,8659,10510,7,Y,No,14,3,2,80,1,21,4,2,11,3,2,5
57,No,Travel_Rarely,423,Research & Development,10,4,Life Sciences,1,1152,3,Male,58,2,2,Sales Representative,3,Divorced,2605,6082,0,Y,No,11,3,2,80,1,10,3,3,2,2,1,3
42,No,Travel_Rarely,1066,Sales,7,3,Life Sciences,1,1378,3,Male,100,2,2,Research Director,3,Single,4553,26999,0,Y,No,16,3,2,80,0,3,2,3,17,0,5,1
33,No,Travel_Rarely,802,Research & Development,18,1,Life Sciences,1,1030,1,Male,53,2,1,Research Scientist,3,Divorced,8017,17546,0,Y,No,16,4,3,80,1,19,3,2,1,4,0,0
41,No,Travel_Rarely,518,Research & Development,13,2,Life Sciences,1,2066,2,Male,87,3,1,Manufacturing Director,2,Divorced,9486,11290,4,Y,Yes,15,3,1,80,0,7,3,3,17,0,5,1
31,No,Non-Travel,796,Sales,29,3,Life Sciences,1,1616,4,Male,45,3,2,Sales Executive,1,Single,13167,24714,5,Y,No,16,3,3,80,2,10,3,3,9,0,4,3
42,Yes,Travel_Rarely,1288,Research & Development,22,2,Medical,1,791,1,Male,86,2,2,Healthcare Representative,2,Single,10997,2094,6,Y,Yes,11,3,3,80,0,11,5,2,15,4,1,0
45,No,Travel_Rarely,634,Sales,1,4,Technical Degree,1,1432,1,Female,32,3,1,Sales Executive,2,Single,4898,17998,0,Y,No,15,3,4,80,0,0,3,1,2,1,1,10
