Age,Attrition,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
41,No,Research & Development,7,Life Sciences,2,Female,1,5,Research Director,3,Divorced,19973,No,21,3.0,21.0
38,No,Sales,3,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6861,Yes,19,3.0,1.0
26,Yes,Sales,29,Medical,2,Male,1,2,Sales Executive,1,Single,4969,No,7,3.0,2.0
52,Yes,Sales,2,Marketing,1,Female,1,5,Manager,4,Married,19845,No,33,3.0,32.0
44,No,Sales,28,Medical,4,Female,4,4,Sales Executive,4,Married,13320,Yes,23,3.0,12.0
50,No,Sales,1,Life Sciences,4,Female,3,2,Sales Executive,3,Married,6347,No,19,3.0,18.0
36,Yes,Research & Development,16,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,2743,No,18,3.0,17.0
39,No,Research & Development,22,Medical,4,Female,3,3,Manufacturing Director,1,Single,10880,Yes,21,3.0,21.0
33,No,Sales,8,Life Sciences,2,Female,2,1,Sales Representative,4,Single,2342,No,3,2.0,2.0
45,No,Sales,11,Life Sciences,4,Female,3,4,Manager,4,Married,17650,No,26,4.0,9.0
34,No,Sales,1,Marketing,2,Male,4,2,Sales Executive,4,Divorced,9725,No,16,2.0,15.0
59,No,Sales,1,Technical Degree,2,Male,3,3,Manager,4,Married,11904,Yes,14,1.0,6.0
45,No,Human Resources,24,Medical,2,Male,3,1,Human Resources,2,Single,2177,No,6,3.0,6.0
53,No,Sales,2,Marketing,3,Female,2,3,Sales Executive,2,Married,7525,No,30,3.0,15.0
36,Yes,Research & Development,15,Other,1,Male,3,2,Laboratory Technician,3,Divorced,4834,No,9,2.0,1.0
26,Yes,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2042,Yes,6,3.0,3.0
34,No,Sales,10,Life Sciences,3,Female,3,1,Sales Representative,3,Married,2220,Yes,1,3.0,1.0
28,No,Sales,10,Medical,4,Male,3,1,Sales Representative,2,Married,1052,No,1,3.0,1.0
38,No,Research & Development,3,Other,3,Male,3,1,Research Scientist,3,Married,2821,No,8,3.0,2.0
50,No,Research & Development,2,Medical,2,Male,3,5,Research Director,3,Married,19237,Yes,29,2.0,8.0
37,No,Research & Development,3,Other,4,Female,3,2,Healthcare Representative,2,Single,4107,No,8,2.0,4.0
40,No,Sales,26,Marketing,3,Male,3,2,Sales Executive,1,Married,8396,No,8,2.0,7.0
26,No,Research & Development,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,2007,No,5,3.0,5.0
46,No,Research & Development,1,Medical,4,Male,3,5,Research Director,4,Divorced,19627,No,23,3.0,2.0
54,No,Sales,2,Life Sciences,3,Female,2,3,Sales Executive,3,Married,10686,No,13,3.0,9.0
56,No,Research & Development,9,Medical,1,Female,3,1,Research Scientist,3,Married,2942,No,18,3.0,5.0
36,No,Research & Development,12,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,No,15,2.0,14.0
55,No,Research & Development,2,Medical,3,Male,2,4,Manager,1,Single,16756,No,31,4.0,9.0
43,No,Sales,25,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,No,18,3.0,1.0
20,Yes,Sales,9,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,Yes,2,3.0,2.0
21,Yes,Research & Development,10,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,No,1,2.0,1.0
46,No,Research & Development,8,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,Yes,19,3.0,16.0
51,Yes,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,Yes,18,4.0,10.0
28,Yes,Research & Development,24,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,No,10,2.0,10.0
26,No,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,No,6,3.0,5.0
30,No,Research & Development,20,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,No,7,2.0,6.0
41,No,Research & Development,7,Technical Degree,2,Female,4,1,Research Scientist,3,Married,3376,No,10,3.0,10.0
38,No,Research & Development,17,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,No,20,2.0,19.0
40,No,Research & Development,20,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,No,14,3.0,11.0
27,No,Research & Development,8,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,No,3,3.0,3.0
55,No,Research & Development,2,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,No,23,3.0,3.0
28,No,Research & Development,10,Other,3,Female,3,2,Research Scientist,3,Single,3660,No,10,4.0,8.0
44,Yes,Human Resources,1,Medical,2,Male,2,3,Human Resources,1,Married,10482,No,24,3.0,20.0
33,No,Research & Development,5,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,7119,No,9,3.0,3.0
35,Yes,Sales,4,Technical Degree,4,Male,3,3,Sales Executive,1,Single,9582,Yes,9,3.0,8.0
33,Yes,Research & Development,29,Medical,1,Female,2,2,Research Scientist,3,Single,4508,No,14,3.0,13.0
28,No,Research & Development,15,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,No,4,2.0,4.0
34,No,Research & Development,3,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,No,7,2.0,6.0
37,No,Sales,10,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,Yes,8,3.0,1.0
25,Yes,Research & Development,4,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,Yes,7,4.0,7.0
26,Yes,Research & Development,21,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,No,1,2.0,1.0
33,Yes,Research & Development,25,Medical,1,Male,2,1,Research Scientist,2,Single,2313,Yes,5,3.0,2.0
42,No,Research & Development,2,Medical,4,Male,3,4,Manager,1,Married,17665,No,23,3.0,22.0
28,Yes,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,No,1,3.0,1.0
50,Yes,Sales,1,Other,4,Male,3,2,Sales Executive,3,Single,4728,Yes,5,3.0,0.0
33,No,Sales,7,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,No,4,3.0,3.0
34,No,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,No,6,3.0,0.0
48,No,Research & Development,1,Medical,1,Male,4,4,Manager,4,Single,16885,No,27,2.0,5.0
45,No,Sales,9,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,No,15,3.0,15.0
52,No,Research & Development,7,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,No,18,3.0,8.0
38,No,Sales,10,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,Yes,9,3.0,8.0
29,No,Research & Development,28,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,No,11,3.0,7.0
28,No,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,No,10,2.0,9.0
46,No,Sales,3,Marketing,1,Male,3,4,Manager,3,Married,17465,No,23,3.0,12.0
38,No,Sales,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,No,10,3.0,1.0
43,No,Research & Development,27,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,No,18,3.0,8.0
39,Yes,Research & Development,2,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,No,21,3.0,18.0
40,No,Research & Development,14,Medical,3,Male,2,5,Research Director,3,Single,19626,No,21,4.0,20.0
21,No,Research & Development,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,Yes,2,4.0,2.0
39,No,Research & Development,9,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,No,9,2.0,5.0
36,No,Research & Development,18,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,No,18,3.0,11.0
31,No,Sales,20,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,No,3,3.0,2.0
28,No,Research & Development,2,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,No,6,1.0,5.0
35,No,Sales,11,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,No,5,3.0,5.0
49,No,Sales,8,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,No,22,3.0,9.0
34,No,Research & Development,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,No,5,2.0,3.0
29,No,Research & Development,10,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,No,8,2.0,7.0
42,No,Research & Development,29,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,No,16,3.0,1.0
29,No,Research & Development,8,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,Yes,10,2.0,10.0
38,No,Human Resources,1,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,No,7,4.0,7.0
28,No,Research & Development,6,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,Yes,3,3.0,3.0
18,Yes,Research & Development,8,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,No,0,3.0,0.0
33,Yes,Sales,9,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,Yes,6,3.0,5.0
41,No,Research & Development,12,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,Yes,6,3.0,1.0
31,Yes,Research & Development,15,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,No,2,2.0,2.0
37,No,Research & Development,25,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,No,9,3.0,6.0
27,No,Research & Development,6,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,No,4,3.0,4.0
34,No,Sales,9,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,No,6,2.0,6.0
35,No,Human Resources,8,Technical Degree,3,Male,3,1,Human Resources,3,Single,4323,No,6,1.0,5.0
29,Yes,Sales,23,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,No,11,1.0,11.0
40,No,Research & Development,9,Medical,2,Female,3,3,Research Director,3,Single,13499,No,20,2.0,18.0
42,Yes,Sales,12,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,Yes,22,2.0,21.0
42,No,Sales,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,No,9,4.0,6.0
35,No,Research & Development,1,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,No,10,3.0,8.0
24,No,Research & Development,24,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,No,6,3.0,4.0
28,Yes,Research & Development,12,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,Yes,1,2.0,1.0
26,No,Research & Development,3,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,No,8,3.0,8.0
30,No,Sales,10,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,No,10,3.0,10.0
40,No,Research & Development,26,Medical,3,Female,2,2,Research Scientist,4,Married,4422,Yes,16,1.0,1.0
35,No,Research & Development,2,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,No,15,4.0,7.0
34,No,Research & Development,1,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,No,14,3.0,13.0
35,No,Research & Development,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,No,2,4.0,2.0
43,Yes,Sales,9,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,No,7,2.0,4.0
32,No,Sales,2,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,No,1,3.0,1.0
56,No,Research & Development,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,No,28,3.0,5.0
29,No,Research & Development,6,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,No,10,3.0,10.0
19,No,Research & Development,9,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,No,1,3.0,1.0
45,No,Research & Development,7,Medical,1,Female,3,1,Research Scientist,3,Married,4477,Yes,7,2.0,3.0
37,No,Research & Development,1,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,No,14,2.0,14.0
20,No,Research & Development,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,No,2,2.0,2.0
44,Yes,Research & Development,10,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,Yes,6,3.0,6.0
53,No,Research & Development,7,Medical,4,Female,3,5,Manager,3,Divorced,18606,No,26,3.0,7.0
29,No,Research & Development,15,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,Yes,6,2.0,5.0
22,Yes,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,Yes,1,3.0,0.0
46,No,Sales,2,Marketing,3,Female,3,4,Manager,1,Married,17048,No,28,3.0,26.0
44,No,Research & Development,17,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,No,6,3.0,0.0
33,No,Human Resources,2,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,No,5,3.0,5.0
41,Yes,Research & Development,5,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,No,5,1.0,1.0
30,No,Sales,29,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,No,8,3.0,4.0
40,No,Sales,2,Medical,2,Male,3,2,Sales Executive,2,Married,4327,No,5,3.0,0.0
50,No,Research & Development,2,Medical,4,Female,3,4,Manager,1,Married,17856,No,32,3.0,2.0
28,No,Research & Development,19,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,No,6,3.0,6.0
46,No,Research & Development,15,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,No,25,3.0,4.0
35,No,Sales,17,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,Yes,15,3.0,7.0
24,Yes,Research & Development,17,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,No,1,1.0,1.0
33,No,Sales,25,Medical,2,Female,3,2,Sales Executive,3,Married,4539,No,10,2.0,10.0
36,No,Research & Development,6,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,No,7,3.0,7.0
30,No,Research & Development,7,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,No,10,2.0,10.0
44,No,Research & Development,29,Other,4,Male,3,2,Research Scientist,4,Single,4541,No,20,3.0,20.0
20,No,Sales,21,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,No,2,3.0,2.0
46,No,Research & Development,2,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,No,12,2.0,6.0
42,No,Human Resources,2,Medical,4,Male,4,2,Human Resources,1,Married,6272,No,10,4.0,4.0
60,No,Sales,7,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,Yes,12,3.0,11.0
32,No,Research & Development,13,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,No,2,3.0,2.0
32,No,Research & Development,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,Yes,10,3.0,8.0
36,No,Research & Development,1,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,Yes,17,3.0,7.0
33,No,Research & Development,9,Medical,1,Male,3,1,Research Scientist,4,Married,2781,No,15,3.0,14.0
40,No,Sales,10,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,No,7,4.0,5.0
25,No,Sales,10,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,No,5,3.0,4.0
30,No,Research & Development,1,Medical,4,Male,3,1,Research Scientist,2,Married,3579,Yes,12,3.0,11.0
42,No,Research & Development,26,Medical,1,Female,3,3,Research Director,1,Married,13191,Yes,20,3.0,1.0
35,No,Sales,8,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,Yes,16,2.0,13.0
27,No,Research & Development,14,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,Yes,9,2.0,9.0
54,No,Research & Development,1,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,No,33,1.0,5.0
44,No,Research & Development,2,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,No,10,3.0,10.0
19,Yes,Research & Development,10,Medical,1,Female,2,1,Research Scientist,2,Single,1859,Yes,1,4.0,1.0
29,No,Research & Development,1,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,No,3,3.0,3.0
54,No,Research & Development,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,No,36,3.0,10.0
31,No,Research & Development,11,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,Yes,6,2.0,6.0
31,No,Research & Development,24,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,No,10,3.0,10.0
59,No,Sales,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,No,13,3.0,6.0
43,No,Research & Development,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,No,25,3.0,8.0
49,No,Research & Development,4,Medical,1,Male,2,5,Manager,3,Married,18711,No,23,4.0,1.0
36,No,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,No,12,2.0,11.0
48,No,Research & Development,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,No,7,2.0,1.0
27,No,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,No,5,3.0,5.0
29,No,Research & Development,7,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,Yes,6,3.0,6.0
48,No,Research & Development,1,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,No,25,4.0,1.0
29,No,Research & Development,1,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,No,9,2.0,7.0
34,No,Research & Development,20,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,No,2,2.0,1.0
44,No,Sales,5,Marketing,2,Male,3,5,Manager,2,Married,18213,No,26,3.0,22.0
33,No,Sales,10,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,Yes,10,3.0,9.0
19,No,Research & Development,25,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,Yes,1,3.0,1.0
23,No,Research & Development,1,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,No,1,3.0,1.0
25,Yes,Sales,24,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,Yes,1,3.0,1.0
26,No,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,Yes,8,2.0,8.0
45,Yes,Sales,2,Marketing,1,Female,1,5,Manager,2,Single,18824,Yes,26,3.0,24.0
55,No,Research & Development,8,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,Yes,34,3.0,33.0
21,Yes,Research & Development,10,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,No,2,1.0,2.0
46,No,Sales,4,Marketing,4,Female,2,5,Manager,2,Married,18789,No,26,3.0,11.0
34,No,Sales,2,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,Yes,4,3.0,3.0
51,No,Sales,9,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,Yes,31,2.0,29.0
59,No,Research & Development,18,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,No,25,2.0,9.0
34,No,Research & Development,19,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,No,15,4.0,11.0
28,No,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,Yes,5,2.0,4.0
44,No,Research & Development,4,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,No,26,2.0,25.0
34,No,Human Resources,11,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,No,14,4.0,10.0
35,No,Research & Development,6,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,Yes,4,3.0,3.0
42,No,Research & Development,7,Medical,2,Female,4,2,Research Scientist,2,Married,2372,Yes,18,3.0,1.0
43,No,Sales,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,No,23,4.0,21.0
36,No,Research & Development,2,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,Yes,18,3.0,16.0
44,Yes,Research & Development,15,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,No,10,3.0,10.0
28,No,Research & Development,2,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,Yes,2,3.0,2.0
51,No,Research & Development,6,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,No,8,2.0,7.0
30,No,Research & Development,9,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,Yes,10,3.0,8.0
29,Yes,Research & Development,7,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,Yes,10,3.0,7.0
28,No,Research & Development,1,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,No,5,2.0,3.0
25,No,Research & Development,1,Medical,4,Female,3,1,Research Scientist,2,Single,2096,No,2,2.0,2.0
32,No,Sales,8,Medical,3,Male,4,2,Sales Executive,4,Married,6209,No,10,4.0,10.0
45,No,Research & Development,25,Medical,2,Female,3,5,Manager,2,Single,18061,No,22,3.0,0.0
39,No,Research & Development,13,Medical,3,Female,2,4,Manager,2,Divorced,17123,Yes,21,3.0,19.0
58,No,Research & Development,23,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,No,2,3.0,2.0
32,Yes,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,No,10,3.0,10.0
39,Yes,Research & Development,23,Medical,3,Male,3,1,Research Scientist,1,Single,3904,No,6,3.0,5.0
30,No,Research & Development,6,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,No,10,3.0,9.0
36,No,Research & Development,10,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,No,10,3.0,7.0
46,No,Human Resources,1,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,No,10,4.0,7.0
28,No,Research & Development,1,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,No,10,3.0,9.0
50,No,Research & Development,28,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,Yes,25,3.0,3.0
40,Yes,Sales,25,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,Yes,9,3.0,5.0
52,Yes,Sales,5,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,Yes,10,2.0,8.0
30,No,Research & Development,17,Medical,2,Female,3,3,Manager,1,Married,11916,Yes,9,3.0,9.0
39,No,Research & Development,18,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,No,9,3.0,8.0
31,No,Sales,2,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,Yes,10,2.0,10.0
41,No,Sales,10,Medical,3,Male,1,2,Sales Executive,2,Single,6151,No,19,3.0,19.0
31,Yes,Sales,1,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,Yes,3,4.0,3.0
44,Yes,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,No,10,4.0,3.0
42,No,Research & Development,2,Life Sciences,3,Male,3,4,Manager,3,Married,17861,Yes,21,2.0,20.0
55,No,Research & Development,2,Medical,4,Female,1,5,Manager,3,Married,19187,No,23,3.0,19.0
56,No,Human Resources,8,Life Sciences,4,Male,3,5,Manager,2,Single,19717,No,36,3.0,7.0
40,No,Research & Development,16,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,No,6,3.0,4.0
34,No,Research & Development,9,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,No,10,2.0,9.0
40,No,Research & Development,2,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,No,9,3.0,9.0
41,No,Sales,1,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,No,10,3.0,9.0
35,No,Research & Development,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,Yes,9,3.0,9.0
51,No,Human Resources,5,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,Yes,33,3.0,33.0
38,No,Sales,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,No,11,3.0,7.0
34,No,Sales,15,Medical,3,Female,3,2,Sales Executive,1,Single,6125,No,10,4.0,10.0
25,No,Research & Development,19,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,No,7,2.0,3.0
58,Yes,Research & Development,7,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,Yes,31,2.0,10.0
40,No,Research & Development,1,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,No,7,3.0,4.0
36,No,Sales,7,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,No,17,2.0,15.0
48,No,Research & Development,4,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,No,11,3.0,10.0
27,No,Sales,11,Medical,3,Female,4,1,Sales Representative,4,Married,2534,No,5,3.0,1.0
51,No,Research & Development,11,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,No,29,2.0,5.0
18,No,Research & Development,1,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,No,0,4.0,0.0
35,No,Research & Development,1,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,No,10,3.0,9.0
27,No,Sales,2,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,No,8,3.0,6.0
55,Yes,Sales,13,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,Yes,24,2.0,19.0
56,No,Research & Development,23,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,Yes,33,3.0,19.0
34,No,Research & Development,26,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,No,5,3.0,5.0
40,No,Research & Development,2,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,No,15,3.0,12.0
34,No,Research & Development,29,Medical,2,Male,3,2,Laboratory Technician,3,Married,5429,No,10,3.0,8.0
31,Yes,Sales,2,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,No,3,4.0,1.0
35,Yes,Sales,18,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,Yes,5,2.0,4.0
38,No,Research & Development,7,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,No,4,3.0,4.0
34,No,Research & Development,2,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,No,14,4.0,14.0
28,No,Sales,26,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,No,5,3.0,5.0
31,Yes,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,Yes,10,2.0,10.0
39,No,Sales,21,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,Yes,8,4.0,5.0
51,No,Sales,2,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,No,14,3.0,4.0
41,No,Research & Development,22,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,Yes,12,2.0,6.0
37,No,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,Yes,8,3.0,6.0
33,No,Sales,5,Life Sciences,2,Male,3,2,Sales Executive,4,Married,9998,No,8,4.0,5.0
32,No,Sales,2,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,Yes,4,2.0,3.0
39,No,Research & Development,25,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,No,13,3.0,6.0
25,No,Sales,18,Life Sciences,1,Male,4,2,Sales Executive,3,Married,6232,No,6,2.0,3.0
52,No,Research & Development,28,Medical,4,Female,4,4,Manufacturing Director,3,Married,13247,Yes,24,2.0,5.0
43,No,Research & Development,6,Medical,1,Female,2,2,Research Scientist,3,Single,4081,Yes,20,1.0,20.0
27,No,Sales,10,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,Yes,6,3.0,6.0
27,Yes,Research & Development,17,Life Sciences,4,Female,3,1,Research Scientist,3,Single,2394,Yes,8,3.0,8.0
26,No,Research & Development,2,Medical,1,Male,2,1,Research Scientist,4,Single,3904,No,5,3.0,4.0
42,No,Human Resources,10,Human Resources,3,Female,3,4,Manager,1,Married,16799,No,21,3.0,20.0
